"time","light"
2017-12-21 08:39:35,1
2017-12-21 08:39:55,0
2017-12-21 08:40:10,1
2017-12-21 08:40:30,0
2017-12-21 08:40:45,1
2017-12-21 08:41:05,0
2017-12-21 08:41:20,1
