
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.213	with	FireStingO2	(Firmware	3.06)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Oxygen Sensor Spot, FTC (normal range)	mg/l (ppm)	OFF	SA7-530-200	3	OFF	25.000	ON	1013	35.000	10%	200x	10	ON fiber length	2.00	
Temp.	Sensor	Measuring	Time (ms):	300	Offset ('C):	25.000	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	
Ch 1	Factory 0% Calibration	Air with 100% Humidity or Air Saturated Water	20.000	25.000	1018	100.000	20.950	53.000	20.135	0.804	0.122	4000	0.969	-0.056	0.811	0.000	-0.000303	
Data	Smoothing:	10	
Date:	07.11.2017	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
07.11.2017	09:30:15	0.00		12.762	---	---	---	25.000	---	---	---	1017.42	29.823	---	---	---	13.761	---	---	---	5.745	---	---	---	6.284	---	---	---	
07.11.2017	09:30:17	1.50		12.835	---	---	---	25.000	---	---	---	1017.43	29.651	---	---	---	13.710	---	---	---	5.670	---	---	---	6.287	---	---	---	
07.11.2017	09:30:18	3.01		13.009	---	---	---	25.000	---	---	---	1017.44	29.484	---	---	---	13.592	---	---	---	5.592	---	---	---	6.349	---	---	---	
07.11.2017	09:30:20	4.51		12.963	---	---	---	25.000	---	---	---	1017.48	29.316	---	---	---	13.625	---	---	---	5.518	---	---	---	6.550	---	---	---	
07.11.2017	09:30:21	6.01		13.092	---	---	---	25.000	---	---	---	1017.51	29.148	---	---	---	13.541	---	---	---	5.446	---	---	---	6.445	---	---	---	
07.11.2017	09:30:23	7.52		13.132	---	---	---	25.000	---	---	---	1017.53	28.980	---	---	---	13.513	---	---	---	5.384	---	---	---	6.434	---	---	---	
07.11.2017	09:30:24	9.02		13.255	---	---	---	25.000	---	---	---	1017.56	28.812	---	---	---	13.425	---	---	---	5.312	---	---	---	6.369	---	---	---	
07.11.2017	09:30:26	10.51		13.424	---	---	---	25.000	---	---	---	1017.58	28.645	---	---	---	13.310	---	---	---	5.295	---	---	---	6.269	---	---	---	
07.11.2017	09:30:27	12.01		13.488	---	---	---	25.000	---	---	---	1017.60	28.477	---	---	---	13.268	---	---	---	5.261	---	---	---	6.286	---	---	---	
07.11.2017	09:30:29	13.53		13.554	---	---	---	25.000	---	---	---	1017.61	28.309	---	---	---	13.225	---	---	---	5.221	---	---	---	6.194	---	---	---	
07.11.2017	09:30:30	15.03		13.499	---	---	---	25.000	---	---	---	1017.60	28.314	---	---	---	13.262	---	---	---	5.249	---	---	---	6.228	---	---	---	
07.11.2017	09:30:32	16.53		13.415	---	---	---	25.000	---	---	---	1017.61	28.318	---	---	---	13.320	---	---	---	5.225	---	---	---	6.405	---	---	---	
