"time","light"
2017-12-21 09:04:50,1
2017-12-21 09:05:10,0
2017-12-21 09:05:25,1
2017-12-21 09:05:45,0
2017-12-21 09:06:00,1
2017-12-21 09:06:20,0
2017-12-21 09:06:35,1
