"time","light"
2017-12-21 08:47:26,1
2017-12-21 08:47:46,0
2017-12-21 08:48:01,1
2017-12-21 08:48:21,0
2017-12-21 08:48:36,1
2017-12-21 08:48:56,0
2017-12-21 08:49:11,1
