"time","light"
2017-12-21 09:11:36,1
2017-12-21 09:11:56,0
2017-12-21 09:12:11,1
2017-12-21 09:12:31,0
2017-12-21 09:12:46,1
2017-12-21 09:13:06,0
2017-12-21 09:13:21,1
