"time","light"
2017-12-11 12:38:11,1
2017-12-11 12:38:41,0
2017-12-11 12:39:11,1
2017-12-11 12:39:41,0
2017-12-11 12:40:11,1
2017-12-11 12:40:41,0
2017-12-11 12:41:11,1
