"time","light"
2017-12-11 10:42:51,1
2017-12-11 10:43:21,0
2017-12-11 10:43:51,1
2017-12-11 10:44:21,0
2017-12-11 10:44:51,1
2017-12-11 10:45:21,0
2017-12-11 10:45:51,1
2017-12-11 10:46:21,0
2017-12-11 10:46:51,1
