"time","light"
2017-12-21 08:52:34,1
2017-12-21 08:52:54,0
2017-12-21 08:53:09,1
2017-12-21 08:53:29,0
2017-12-21 08:53:44,1
2017-12-21 08:54:04,0
2017-12-21 08:54:19,1
