
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.213	with	FireStingO2	(Firmware	3.06)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Oxygen Minisensor (normal range, fast)	mg/l (ppm)	OFF	YA6-506-185	3	OFF	25.000	ON	1013	35.000	10%	200x	10	OFF	2.00	
Temp.	Sensor	Measuring	Time (ms):	300	Offset ('C):	25.000	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	
Ch 1	Factory 0% Calibration	Air with 100% Humidity or Air Saturated Water	20.000	25.000	1030	100.000	20.950	50.600	21.233	0.817	0.106	4000	0.953	-0.070	0.000	0.000	-0.000301	
Data	Smoothing:	10	
Date:	21.12.2017	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
21.12.2017	08:52:06	0.00		7.9016	---	---	---	25.000	---	---	---	1030.26	42.321	---	---	---	19.746	---	---	---	72.822	---	---	---	5.738	---	---	---	
21.12.2017	08:52:07	1.51		7.9561	---	---	---	25.000	---	---	---	1030.29	42.287	---	---	---	19.675	---	---	---	72.562	---	---	---	5.668	---	---	---	
21.12.2017	08:52:09	3.01		8.0128	---	---	---	25.000	---	---	---	1030.32	42.251	---	---	---	19.601	---	---	---	72.341	---	---	---	6.045	---	---	---	
21.12.2017	08:52:10	4.52		8.0495	---	---	---	25.000	---	---	---	1030.34	42.215	---	---	---	19.554	---	---	---	72.130	---	---	---	6.671	---	---	---	
21.12.2017	08:52:12	6.02		8.1207	---	---	---	25.000	---	---	---	1030.37	42.176	---	---	---	19.465	---	---	---	71.709	---	---	---	6.737	---	---	---	
21.12.2017	08:52:13	7.52		8.2131	---	---	---	25.000	---	---	---	1030.41	42.132	---	---	---	19.351	---	---	---	71.236	---	---	---	6.668	---	---	---	
21.12.2017	08:52:15	9.05		8.2645	---	---	---	25.000	---	---	---	1030.44	42.089	---	---	---	19.286	---	---	---	70.977	---	---	---	6.834	---	---	---	
21.12.2017	08:52:17	10.59		8.2837	---	---	---	25.000	---	---	---	1030.47	42.045	---	---	---	19.262	---	---	---	70.892	---	---	---	6.651	---	---	---	
21.12.2017	08:52:18	12.10		8.2609	---	---	---	25.000	---	---	---	1030.50	42.003	---	---	---	19.292	---	---	---	70.995	---	---	---	6.638	---	---	---	
21.12.2017	08:52:20	13.60		8.2522	---	---	---	25.000	---	---	---	1030.54	41.961	---	---	---	19.303	---	---	---	71.008	---	---	---	6.734	---	---	---	
21.12.2017	08:52:21	15.10		8.2234	---	---	---	25.000	---	---	---	1030.53	41.938	---	---	---	19.342	---	---	---	71.160	---	---	---	6.743	---	---	---	
21.12.2017	08:52:23	16.60		8.1796	---	---	---	25.000	---	---	---	1030.52	41.914	---	---	---	19.399	---	---	---	71.313	---	---	---	6.643	---	---	---	
21.12.2017	08:52:24	18.11		8.1347	---	---	---	25.000	---	---	---	1030.52	41.895	---	---	---	19.457	---	---	---	71.536	---	---	---	6.486	---	---	---	
21.12.2017	08:52:26	19.61		8.0937	---	---	---	25.000	---	---	---	1030.52	41.875	---	---	---	19.509	---	---	---	71.803	---	---	---	6.755	---	---	---	
21.12.2017	08:52:27	21.11		8.0459	---	---	---	25.000	---	---	---	1030.51	41.858	---	---	---	19.568	---	---	---	72.048	---	---	---	7.067	---	---	---	
21.12.2017	08:52:29	22.61		8.0118	---	---	---	25.000	---	---	---	1030.50	41.844	---	---	---	19.609	---	---	---	72.216	---	---	---	6.714	---	---	---	
21.12.2017	08:52:30	24.21		8.0632	---	---	---	25.000	---	---	---	1030.49	41.834	---	---	---	19.549	---	---	---	71.980	---	---	---	6.654	---	---	---	
21.12.2017	08:52:32	25.71		8.1299	---	---	---	25.000	---	---	---	1030.48	41.831	---	---	---	19.468	---	---	---	71.658	---	---	---	6.416	---	---	---	
21.12.2017	08:52:33	27.22		8.2206	---	---	---	25.000	---	---	---	1030.47	41.828	---	---	---	19.355	---	---	---	71.252	---	---	---	6.140	---	---	---	
21.12.2017	08:52:35	28.72		8.3371	---	---	---	25.000	---	---	---	1030.46	41.828	---	---	---	19.209	---	---	---	70.739	---	---	---	5.880	---	---	---	
21.12.2017	08:52:36	30.21		8.4005	---	---	---	25.000	---	---	---	1030.46	41.828	---	---	---	19.126	---	---	---	70.440	---	---	---	6.084	---	---	---	
21.12.2017	08:52:38	31.72		8.4208	---	---	---	25.000	---	---	---	1030.46	41.832	---	---	---	19.099	---	---	---	70.371	---	---	---	6.354	---	---	---	
21.12.2017	08:52:39	33.22		8.4249	---	---	---	25.000	---	---	---	1030.46	41.836	---	---	---	19.094	---	---	---	70.325	---	---	---	6.100	---	---	---	
21.12.2017	08:52:41	34.72		8.4731	---	---	---	25.000	---	---	---	1030.46	41.836	---	---	---	19.033	---	---	---	70.069	---	---	---	5.912	---	---	---	
21.12.2017	08:52:42	36.23		8.5475	---	---	---	25.000	---	---	---	1030.46	41.836	---	---	---	18.943	---	---	---	69.778	---	---	---	6.000	---	---	---	
21.12.2017	08:52:44	37.73		8.5957	---	---	---	25.000	---	---	---	1030.46	41.836	---	---	---	18.886	---	---	---	69.550	---	---	---	6.503	---	---	---	
21.12.2017	08:52:45	39.25		8.6155	---	---	---	25.000	---	---	---	1030.47	41.836	---	---	---	18.864	---	---	---	69.462	---	---	---	6.496	---	---	---	
21.12.2017	08:52:47	40.75		8.6398	---	---	---	25.000	---	---	---	1030.47	41.832	---	---	---	18.837	---	---	---	69.391	---	---	---	7.091	---	---	---	
21.12.2017	08:52:48	42.25		8.6077	---	---	---	25.000	---	---	---	1030.48	41.825	---	---	---	18.875	---	---	---	69.527	---	---	---	7.027	---	---	---	
21.12.2017	08:52:50	43.74		8.5948	---	---	---	25.000	---	---	---	1030.48	41.818	---	---	---	18.890	---	---	---	69.601	---	---	---	7.651	---	---	---	
21.12.2017	08:52:51	45.25		8.5673	---	---	---	25.000	---	---	---	1030.47	41.811	---	---	---	18.925	---	---	---	69.714	---	---	---	8.065	---	---	---	
21.12.2017	08:52:53	46.76		8.6198	---	---	---	25.000	---	---	---	1030.47	41.804	---	---	---	18.859	---	---	---	69.467	---	---	---	7.803	---	---	---	
21.12.2017	08:52:54	48.26		8.6986	---	---	---	25.000	---	---	---	1030.46	41.797	---	---	---	18.760	---	---	---	69.095	---	---	---	7.678	---	---	---	
21.12.2017	08:52:56	49.76		8.7512	---	---	---	25.000	---	---	---	1030.46	41.794	---	---	---	18.698	---	---	---	68.891	---	---	---	7.765	---	---	---	
21.12.2017	08:52:57	51.27		8.7754	---	---	---	25.000	---	---	---	1030.46	41.791	---	---	---	18.671	---	---	---	68.757	---	---	---	7.718	---	---	---	
21.12.2017	08:52:59	52.77		8.6970	---	---	---	25.000	---	---	---	1030.46	41.788	---	---	---	18.765	---	---	---	69.083	---	---	---	7.768	---	---	---	
21.12.2017	08:53:00	54.27		8.5640	---	---	---	25.000	---	---	---	1030.47	41.781	---	---	---	18.924	---	---	---	69.667	---	---	---	7.378	---	---	---	
21.12.2017	08:53:02	55.77		8.4462	---	---	---	25.000	---	---	---	1030.47	41.774	---	---	---	19.068	---	---	---	70.129	---	---	---	6.554	---	---	---	
21.12.2017	08:53:03	57.28		8.4114	---	---	---	25.000	---	---	---	1030.46	41.771	---	---	---	19.111	---	---	---	70.280	---	---	---	6.240	---	---	---	
21.12.2017	08:53:05	58.78		8.3530	---	---	---	25.000	---	---	---	1030.47	41.767	---	---	---	19.183	---	---	---	70.530	---	---	---	6.430	---	---	---	
21.12.2017	08:53:06	60.29		8.3760	---	---	---	25.000	---	---	---	1030.46	41.763	---	---	---	19.153	---	---	---	70.416	---	---	---	5.741	---	---	---	
21.12.2017	08:53:08	61.85		8.3705	---	---	---	25.000	---	---	---	1030.47	41.759	---	---	---	19.160	---	---	---	70.404	---	---	---	5.736	---	---	---	
21.12.2017	08:53:09	63.36		8.3440	---	---	---	25.000	---	---	---	1030.47	41.755	---	---	---	19.192	---	---	---	70.505	---	---	---	6.175	---	---	---	
21.12.2017	08:53:11	64.86		8.2991	---	---	---	25.000	---	---	---	1030.48	41.749	---	---	---	19.244	---	---	---	70.717	---	---	---	6.207	---	---	---	
21.12.2017	08:53:12	66.36		8.2167	---	---	---	25.000	---	---	---	1030.47	41.742	---	---	---	19.341	---	---	---	71.023	---	---	---	5.967	---	---	---	
21.12.2017	08:53:14	67.87		8.2537	---	---	---	25.000	---	---	---	1030.47	41.735	---	---	---	19.296	---	---	---	70.853	---	---	---	5.408	---	---	---	
