"time","light"
2017-12-11 10:25:27,1
2017-12-11 10:25:57,0
2017-12-11 10:26:27,1
2017-12-11 10:26:57,0
2017-12-11 10:27:27,1
2017-12-11 10:27:57,0
2017-12-11 10:28:27,1
2017-12-11 10:28:57,0
2017-12-11 10:29:27,1
