
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.213	with	FireStingO2	(Firmware	3.06)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Oxygen Minisensor (normal range, fast)	mg/l (ppm)	OFF	YA7-485-193	3	OFF	25.000	ON	1013	35.000	10%	200x	10	OFF	2.00	
Temp.	Sensor	Measuring	Time (ms):	300	Offset ('C):	25.000	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	
Ch 1	Factory 0% Calibration	Air with 100% Humidity or Air Saturated Water	20.000	25.000	1016	100.000	20.950	48.500	20.794	0.817	0.106	4000	0.953	-0.070	0.000	0.000	-0.000301	
Data	Smoothing:	10	
Date:	13.11.2017	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
13.11.2017	14:09:48	0.00		8.3195	---	---	---	25.000	---	---	---	1016.26	31.902	---	---	---	18.706	---	---	---	29.827	---	---	---	6.426	---	---	---	
13.11.2017	14:09:49	1.51		8.3242	---	---	---	25.000	---	---	---	1016.26	31.906	---	---	---	18.701	---	---	---	29.810	---	---	---	6.431	---	---	---	
13.11.2017	14:09:51	3.20		8.3212	---	---	---	25.000	---	---	---	1016.26	31.910	---	---	---	18.704	---	---	---	29.799	---	---	---	6.605	---	---	---	
13.11.2017	14:09:52	4.70		8.3364	---	---	---	25.000	---	---	---	1016.25	31.914	---	---	---	18.686	---	---	---	29.802	---	---	---	6.457	---	---	---	
13.11.2017	14:09:54	6.21		8.3589	---	---	---	25.000	---	---	---	1016.25	31.914	---	---	---	18.660	---	---	---	29.782	---	---	---	6.107	---	---	---	
13.11.2017	14:09:55	7.70		8.3664	---	---	---	25.000	---	---	---	1016.24	31.917	---	---	---	18.651	---	---	---	29.746	---	---	---	6.130	---	---	---	
13.11.2017	14:09:57	9.24		8.3699	---	---	---	25.000	---	---	---	1016.24	31.917	---	---	---	18.647	---	---	---	29.715	---	---	---	6.214	---	---	---	
13.11.2017	14:09:58	10.73		8.3826	---	---	---	25.000	---	---	---	1016.25	31.921	---	---	---	18.632	---	---	---	29.688	---	---	---	6.134	---	---	---	
13.11.2017	14:10:00	12.23		8.3935	---	---	---	25.000	---	---	---	1016.25	31.925	---	---	---	18.619	---	---	---	29.668	---	---	---	6.084	---	---	---	
13.11.2017	14:10:01	13.74		8.4054	---	---	---	25.000	---	---	---	1016.25	31.925	---	---	---	18.605	---	---	---	29.629	---	---	---	6.332	---	---	---	
13.11.2017	14:10:03	15.24		8.4330	---	---	---	25.000	---	---	---	1016.26	31.930	---	---	---	18.572	---	---	---	29.606	---	---	---	6.266	---	---	---	
13.11.2017	14:10:05	16.78		8.4511	---	---	---	25.000	---	---	---	1016.27	31.930	---	---	---	18.550	---	---	---	29.588	---	---	---	6.275	---	---	---	
