"time","light"
2017-12-11 11:55:03,1
2017-12-11 11:55:33,0
2017-12-11 11:56:03,1
2017-12-11 11:56:33,0
2017-12-11 11:57:03,1
2017-12-11 11:57:33,0
2017-12-11 11:58:03,1
2017-12-11 11:58:33,0
2017-12-11 11:59:03,1
