
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.213	with	FireStingO2	(Firmware	3.06)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Oxygen Sensor Spot, FTC (normal range)	mg/l (ppm)	OFF	SA7-530-200	3	OFF	25.000	ON	1013	35.000	10%	200x	10	ON fiber length	2.00	
Temp.	Sensor	Measuring	Time (ms):	300	Offset ('C):	25.000	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	
Ch 1	Factory 0% Calibration	Air with 100% Humidity or Air Saturated Water	20.000	25.000	1004	100.000	20.950	53.000	19.549	0.804	0.122	4000	0.969	-0.056	0.811	0.000	-0.000303	
Data	Smoothing:	10	
Date:	20.10.2017	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
20.10.2017	12:13:49	0.00		10.855	---	---	---	25.000	---	---	---	1005.87	36.481	---	---	---	14.628	---	---	---	19.637	---	---	---	6.310	---	---	---	
20.10.2017	12:13:51	1.49		10.910	---	---	---	25.000	---	---	---	1005.88	36.484	---	---	---	14.580	---	---	---	19.619	---	---	---	6.225	---	---	---	
20.10.2017	12:13:52	2.99		10.940	---	---	---	25.000	---	---	---	1005.88	36.487	---	---	---	14.554	---	---	---	19.623	---	---	---	6.111	---	---	---	
20.10.2017	12:13:54	4.48		10.942	---	---	---	25.000	---	---	---	1005.87	36.491	---	---	---	14.552	---	---	---	19.626	---	---	---	6.132	---	---	---	
20.10.2017	12:13:55	5.97		10.931	---	---	---	25.000	---	---	---	1005.87	36.494	---	---	---	14.562	---	---	---	19.618	---	---	---	6.013	---	---	---	
20.10.2017	12:13:57	7.47		10.935	---	---	---	25.000	---	---	---	1005.85	36.497	---	---	---	14.558	---	---	---	19.617	---	---	---	6.010	---	---	---	
20.10.2017	12:13:58	8.98		10.958	---	---	---	25.000	---	---	---	1005.85	36.500	---	---	---	14.538	---	---	---	19.600	---	---	---	6.111	---	---	---	
20.10.2017	12:14:00	10.47		10.970	---	---	---	25.000	---	---	---	1005.87	36.503	---	---	---	14.528	---	---	---	19.599	---	---	---	6.100	---	---	---	
20.10.2017	12:14:01	11.96		10.986	---	---	---	25.000	---	---	---	1005.88	36.503	---	---	---	14.515	---	---	---	19.589	---	---	---	6.219	---	---	---	
20.10.2017	12:14:03	13.47		10.997	---	---	---	25.000	---	---	---	1005.89	36.503	---	---	---	14.505	---	---	---	19.618	---	---	---	6.022	---	---	---	
20.10.2017	12:14:04	14.97		10.981	---	---	---	25.000	---	---	---	1005.90	36.503	---	---	---	14.519	---	---	---	19.638	---	---	---	5.897	---	---	---	
20.10.2017	12:14:06	16.46		10.963	---	---	---	25.000	---	---	---	1005.90	36.507	---	---	---	14.534	---	---	---	19.649	---	---	---	5.992	---	---	---	
