"time","light"
2017-12-12 08:23:04,1
2017-12-12 08:23:19,0
2017-12-12 08:23:29,1
2017-12-12 08:23:44,0
2017-12-12 08:23:54,1
2017-12-12 08:24:09,0
2017-12-12 08:24:19,1
