
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.213	with	FireStingO2	(Firmware	3.06)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Oxygen Sensor Spot, FTC (normal range)	mg/l (ppm)	OFF	SA7-530-200	3	ON External	20.000	ON	1013	35.000	10%	200x	10	ON fiber length	2.00	
Temp.	Sensor	Measuring	Time (ms):	300	Offset ('C):	0.000	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	
Ch 1	Factory 0% Calibration	Air with 100% Humidity or Air Saturated Water	20.000	27.915	1018	100.000	20.950	53.000	18.553	0.804	0.122	4000	0.969	-0.056	0.811	0.000	-0.000303	
Data	Smoothing:	10	
Date:	12.10.2017	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
12.10.2017	13:06:31	0.00		6.2571	---	---	---	28.147	---	---	---	1018.01	35.908	28.147	---	---	18.863	---	---	---	24.122	---	---	---	30.133	---	---	---	
12.10.2017	13:06:32	1.00		6.3574	---	---	---	28.130	---	---	---	1018.01	35.901	28.130	---	---	18.708	---	---	---	24.000	---	---	---	31.154	---	---	---	
12.10.2017	13:06:33	2.00		6.4485	---	---	---	28.168	---	---	---	1017.99	35.895	28.168	---	---	18.554	---	---	---	23.887	---	---	---	32.333	---	---	---	
12.10.2017	13:06:34	3.00		6.5401	---	---	---	28.194	---	---	---	1017.98	35.885	28.194	---	---	18.401	---	---	---	23.750	---	---	---	33.370	---	---	---	
12.10.2017	13:06:35	4.00		6.6465	---	---	---	28.138	---	---	---	1017.98	35.875	28.138	---	---	18.246	---	---	---	23.593	---	---	---	34.515	---	---	---	
12.10.2017	13:06:36	5.00		6.7479	---	---	---	28.133	---	---	---	1017.98	35.865	28.133	---	---	18.086	---	---	---	23.439	---	---	---	35.594	---	---	---	
12.10.2017	13:06:37	6.00		6.8505	---	---	---	28.129	---	---	---	1017.96	35.855	28.129	---	---	17.924	---	---	---	23.307	---	---	---	36.762	---	---	---	
12.10.2017	13:06:38	7.00		6.9463	---	---	---	28.134	---	---	---	1017.95	35.845	28.134	---	---	17.770	---	---	---	23.141	---	---	---	37.776	---	---	---	
12.10.2017	13:06:39	8.00		7.0436	---	---	---	28.155	---	---	---	1017.95	35.835	28.155	---	---	17.610	---	---	---	22.976	---	---	---	38.798	---	---	---	
12.10.2017	13:06:40	9.00		7.1294	---	---	---	28.193	---	---	---	1017.94	35.825	28.193	---	---	17.463	---	---	---	22.860	---	---	---	39.892	---	---	---	
12.10.2017	13:06:41	10.00		7.1359	---	---	---	28.138	---	---	---	1017.92	35.822	28.138	---	---	17.467	---	---	---	22.889	---	---	---	40.041	---	---	---	
12.10.2017	13:06:42	11.00		7.1288	---	---	---	28.179	---	---	---	1017.92	35.819	28.179	---	---	17.468	---	---	---	22.853	---	---	---	39.989	---	---	---	
12.10.2017	13:06:43	12.00		7.1237	---	---	---	28.178	---	---	---	1017.94	35.816	28.178	---	---	17.475	---	---	---	22.815	---	---	---	40.038	---	---	---	
12.10.2017	13:06:44	13.00		7.1200	---	---	---	28.155	---	---	---	1017.95	35.816	28.155	---	---	17.486	---	---	---	22.832	---	---	---	40.012	---	---	---	
12.10.2017	13:06:45	14.00		7.1100	---	---	---	28.185	---	---	---	1017.95	35.816	28.185	---	---	17.494	---	---	---	22.887	---	---	---	40.030	---	---	---	
12.10.2017	13:06:46	15.00		7.0994	---	---	---	28.226	---	---	---	1017.95	35.816	28.226	---	---	17.499	---	---	---	22.879	---	---	---	39.961	---	---	---	
12.10.2017	13:06:47	16.00		7.1023	---	---	---	28.199	---	---	---	1017.96	35.816	28.199	---	---	17.501	---	---	---	22.861	---	---	---	39.877	---	---	---	
12.10.2017	13:06:48	17.00		7.1028	---	---	---	28.207	---	---	---	1017.97	35.816	28.207	---	---	17.499	---	---	---	22.941	---	---	---	39.926	---	---	---	
12.10.2017	13:06:49	18.00		7.1125	---	---	---	28.152	---	---	---	1017.98	35.816	28.152	---	---	17.498	---	---	---	23.037	---	---	---	40.049	---	---	---	
12.10.2017	13:06:50	19.00		7.1178	---	---	---	28.164	---	---	---	1017.97	35.816	28.164	---	---	17.487	---	---	---	23.060	---	---	---	40.042	---	---	---	
12.10.2017	13:06:51	20.00		7.0989	---	---	---	28.231	---	---	---	1017.98	35.816	28.231	---	---	17.499	---	---	---	23.061	---	---	---	39.866	---	---	---	
12.10.2017	13:06:52	21.00		7.1070	---	---	---	28.168	---	---	---	1017.99	35.816	28.168	---	---	17.502	---	---	---	23.080	---	---	---	39.849	---	---	---	
12.10.2017	13:06:53	22.00		7.1129	---	---	---	28.131	---	---	---	1017.98	35.816	28.131	---	---	17.503	---	---	---	23.112	---	---	---	39.832	---	---	---	
12.10.2017	13:06:54	23.00		7.1225	---	---	---	28.127	---	---	---	1017.97	35.816	28.127	---	---	17.489	---	---	---	23.122	---	---	---	39.849	---	---	---	
12.10.2017	13:06:55	24.00		7.1387	---	---	---	28.107	---	---	---	1017.98	35.816	28.107	---	---	17.471	---	---	---	23.162	---	---	---	39.848	---	---	---	
12.10.2017	13:06:56	25.00		7.1531	---	---	---	28.054	---	---	---	1017.98	35.816	28.054	---	---	17.463	---	---	---	23.235	---	---	---	39.795	---	---	---	
12.10.2017	13:06:57	26.00		7.1424	---	---	---	28.143	---	---	---	1017.98	35.816	28.143	---	---	17.457	---	---	---	23.293	---	---	---	39.795	---	---	---	
