
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.213	with	FireStingO2	(Firmware	3.06)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Oxygen Sensor Spot, FTC (normal range)	mg/l (ppm)	OFF	SA7-530-200	3	OFF	25.000	ON	1013	35.000	10%	200x	10	ON fiber length	2.00	
Temp.	Sensor	Measuring	Time (ms):	300	Offset ('C):	25.000	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	
Ch 1	Factory 0% Calibration	Air with 100% Humidity or Air Saturated Water	20.000	25.000	1015	100.000	20.950	53.000	20.573	0.804	0.122	4000	0.969	-0.056	0.811	0.000	-0.000303	
Data	Smoothing:	10	
Date:	08.11.2017	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
08.11.2017	12:49:01	0.00		11.492	---	---	---	25.000	---	---	---	1014.46	33.868	---	---	---	15.068	---	---	---	31.662	---	---	---	7.174	---	---	---	
08.11.2017	12:49:02	1.49		11.483	---	---	---	25.000	---	---	---	1014.47	33.814	---	---	---	15.075	---	---	---	31.676	---	---	---	7.081	---	---	---	
08.11.2017	12:49:03	2.99		11.464	---	---	---	25.000	---	---	---	1014.46	33.763	---	---	---	15.091	---	---	---	31.683	---	---	---	7.324	---	---	---	
08.11.2017	12:49:05	4.48		11.446	---	---	---	25.000	---	---	---	1014.45	33.715	---	---	---	15.106	---	---	---	31.673	---	---	---	7.552	---	---	---	
08.11.2017	12:49:07	6.08		11.461	---	---	---	25.000	---	---	---	1014.47	33.673	---	---	---	15.093	---	---	---	31.657	---	---	---	7.303	---	---	---	
08.11.2017	12:49:08	7.57		11.454	---	---	---	25.000	---	---	---	1014.47	33.630	---	---	---	15.099	---	---	---	31.633	---	---	---	7.427	---	---	---	
08.11.2017	12:49:10	9.08		11.468	---	---	---	25.000	---	---	---	1014.47	33.585	---	---	---	15.088	---	---	---	31.611	---	---	---	7.488	---	---	---	
08.11.2017	12:49:11	10.57		11.472	---	---	---	25.000	---	---	---	1014.47	33.550	---	---	---	15.084	---	---	---	31.583	---	---	---	7.241	---	---	---	
08.11.2017	12:49:13	12.07		11.493	---	---	---	25.000	---	---	---	1014.46	33.514	---	---	---	15.067	---	---	---	31.572	---	---	---	7.089	---	---	---	
08.11.2017	12:49:14	13.57		11.487	---	---	---	25.000	---	---	---	1014.47	33.482	---	---	---	15.072	---	---	---	31.545	---	---	---	6.858	---	---	---	
08.11.2017	12:49:16	15.08		11.499	---	---	---	25.000	---	---	---	1014.47	33.450	---	---	---	15.062	---	---	---	31.521	---	---	---	6.886	---	---	---	
08.11.2017	12:49:17	16.58		11.496	---	---	---	25.000	---	---	---	1014.47	33.418	---	---	---	15.064	---	---	---	31.515	---	---	---	7.145	---	---	---	
08.11.2017	12:49:19	18.09		11.522	---	---	---	25.000	---	---	---	1014.47	33.386	---	---	---	15.042	---	---	---	31.494	---	---	---	6.886	---	---	---	
08.11.2017	12:49:20	19.59		11.548	---	---	---	25.000	---	---	---	1014.47	33.358	---	---	---	15.021	---	---	---	31.456	---	---	---	6.642	---	---	---	
08.11.2017	12:49:22	21.08		11.550	---	---	---	25.000	---	---	---	1014.48	33.330	---	---	---	15.019	---	---	---	31.422	---	---	---	6.731	---	---	---	
08.11.2017	12:49:23	22.58		11.556	---	---	---	25.000	---	---	---	1014.48	33.306	---	---	---	15.014	---	---	---	31.414	---	---	---	6.707	---	---	---	
08.11.2017	12:49:25	24.08		11.546	---	---	---	25.000	---	---	---	1014.48	33.284	---	---	---	15.023	---	---	---	31.398	---	---	---	6.553	---	---	---	
08.11.2017	12:49:26	25.60		11.561	---	---	---	25.000	---	---	---	1014.50	33.256	---	---	---	15.011	---	---	---	31.389	---	---	---	6.594	---	---	---	
08.11.2017	12:49:28	27.10		11.566	---	---	---	25.000	---	---	---	1014.49	33.234	---	---	---	15.006	---	---	---	31.355	---	---	---	6.402	---	---	---	
08.11.2017	12:49:29	28.59		11.592	---	---	---	25.000	---	---	---	1014.50	33.209	---	---	---	14.985	---	---	---	31.321	---	---	---	6.448	---	---	---	
08.11.2017	12:49:31	30.08		11.603	---	---	---	25.000	---	---	---	1014.49	33.183	---	---	---	14.976	---	---	---	31.286	---	---	---	6.466	---	---	---	
08.11.2017	12:49:32	31.58		11.624	---	---	---	25.000	---	---	---	1014.50	33.161	---	---	---	14.959	---	---	---	31.228	---	---	---	6.423	---	---	---	
08.11.2017	12:49:34	33.07		11.665	---	---	---	25.000	---	---	---	1014.51	33.139	---	---	---	14.926	---	---	---	31.173	---	---	---	6.430	---	---	---	
08.11.2017	12:49:35	34.57		11.668	---	---	---	25.000	---	---	---	1014.50	33.117	---	---	---	14.923	---	---	---	31.140	---	---	---	6.336	---	---	---	
08.11.2017	12:49:37	36.06		11.698	---	---	---	25.000	---	---	---	1014.49	33.095	---	---	---	14.898	---	---	---	31.108	---	---	---	6.482	---	---	---	
