"time","light"
2017-12-12 09:46:25,1
2017-12-12 09:46:40,0
2017-12-12 09:46:50,1
2017-12-12 09:47:05,0
2017-12-12 09:47:15,1
2017-12-12 09:47:30,0
2017-12-12 09:47:40,1
