"time","light"
2017-12-12 08:30:55,1
2017-12-12 08:31:10,0
2017-12-12 08:31:20,1
2017-12-12 08:31:35,0
2017-12-12 08:31:45,1
2017-12-12 08:32:00,0
2017-12-12 08:32:10,1
