
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.213	with	FireStingO2	(Firmware	3.06)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Oxygen Sensor Spot, FTC (normal range)	mg/l (ppm)	OFF	SA7-530-200	3	OFF	25.000	ON	1013	35.000	10%	200x	10	ON fiber length	2.00	
Temp.	Sensor	Measuring	Time (ms):	300	Offset ('C):	25.000	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	
Ch 1	Factory 0% Calibration	Air with 100% Humidity or Air Saturated Water	20.000	25.000	1018	100.000	20.950	53.000	20.135	0.804	0.122	4000	0.969	-0.056	0.811	0.000	-0.000303	
Data	Smoothing:	10	
Date:	07.11.2017	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
07.11.2017	09:19:43	0.00		12.851	---	---	---	25.000	---	---	---	1017.43	29.789	---	---	---	13.696	---	---	---	5.609	---	---	---	6.377	---	---	---	
07.11.2017	09:19:44	1.50		12.854	---	---	---	25.000	---	---	---	1017.42	29.789	---	---	---	13.693	---	---	---	5.616	---	---	---	6.411	---	---	---	
07.11.2017	09:19:46	3.00		12.848	---	---	---	25.000	---	---	---	1017.43	29.789	---	---	---	13.698	---	---	---	5.574	---	---	---	6.522	---	---	---	
07.11.2017	09:19:47	4.50		12.827	---	---	---	25.000	---	---	---	1017.44	29.789	---	---	---	13.712	---	---	---	5.532	---	---	---	6.609	---	---	---	
07.11.2017	09:19:49	5.99		12.847	---	---	---	25.000	---	---	---	1017.43	29.793	---	---	---	13.698	---	---	---	5.557	---	---	---	6.505	---	---	---	
07.11.2017	09:19:50	7.50		12.817	---	---	---	25.000	---	---	---	1017.43	29.797	---	---	---	13.719	---	---	---	5.548	---	---	---	6.635	---	---	---	
07.11.2017	09:19:52	9.04		12.766	---	---	---	25.000	---	---	---	1017.43	29.800	---	---	---	13.757	---	---	---	5.531	---	---	---	6.637	---	---	---	
07.11.2017	09:19:53	10.53		12.651	---	---	---	25.000	---	---	---	1017.43	29.804	---	---	---	13.837	---	---	---	5.529	---	---	---	6.616	---	---	---	
07.11.2017	09:19:55	12.05		12.753	---	---	---	25.000	---	---	---	1017.44	29.808	---	---	---	13.765	---	---	---	5.522	---	---	---	6.561	---	---	---	
07.11.2017	09:19:56	13.56		12.807	---	---	---	25.000	---	---	---	1017.44	29.816	---	---	---	13.727	---	---	---	5.489	---	---	---	6.598	---	---	---	
07.11.2017	09:19:58	15.05		12.885	---	---	---	25.000	---	---	---	1017.44	29.823	---	---	---	13.673	---	---	---	5.450	---	---	---	6.627	---	---	---	
07.11.2017	09:19:59	16.55		12.920	---	---	---	25.000	---	---	---	1017.44	29.831	---	---	---	13.649	---	---	---	5.428	---	---	---	6.532	---	---	---	
07.11.2017	09:20:01	18.05		12.917	---	---	---	25.000	---	---	---	1017.44	29.838	---	---	---	13.651	---	---	---	5.421	---	---	---	6.457	---	---	---	
07.11.2017	09:20:02	19.56		12.846	---	---	---	25.000	---	---	---	1017.44	29.846	---	---	---	13.703	---	---	---	5.409	---	---	---	6.402	---	---	---	
07.11.2017	09:20:04	21.06		12.746	---	---	---	25.000	---	---	---	1017.43	29.850	---	---	---	13.774	---	---	---	5.367	---	---	---	6.510	---	---	---	
07.11.2017	09:20:05	22.56		12.801	---	---	---	25.000	---	---	---	1017.44	29.854	---	---	---	13.736	---	---	---	5.345	---	---	---	6.486	---	---	---	
07.11.2017	09:20:07	24.07		12.873	---	---	---	25.000	---	---	---	1017.44	29.857	---	---	---	13.683	---	---	---	5.377	---	---	---	6.337	---	---	---	
07.11.2017	09:20:08	25.57		12.977	---	---	---	25.000	---	---	---	1017.44	29.861	---	---	---	13.611	---	---	---	5.359	---	---	---	6.431	---	---	---	
07.11.2017	09:20:10	27.06		12.929	---	---	---	25.000	---	---	---	1017.45	29.865	---	---	---	13.643	---	---	---	5.354	---	---	---	6.451	---	---	---	
