
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.213	with	FireStingO2	(Firmware	3.06)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Oxygen Minisensor (normal range, fast)	mg/l (ppm)	OFF	YA6-506-185	3	OFF	25.000	ON	1013	35.000	10%	200x	10	OFF	2.00	
Temp.	Sensor	Measuring	Time (ms):	300	Offset ('C):	25.000	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	
Ch 1	Factory 0% Calibration	Air with 100% Humidity or Air Saturated Water	20.000	25.000	1030	100.000	20.950	50.600	21.233	0.817	0.106	4000	0.953	-0.070	0.000	0.000	-0.000301	
Data	Smoothing:	10	
Date:	21.12.2017	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
21.12.2017	08:43:56	0.00		7.8297	---	---	---	25.000	---	---	---	1030.15	42.400	---	---	---	19.846	---	---	---	73.286	---	---	---	7.549	---	---	---	
21.12.2017	08:43:58	1.67		7.8181	---	---	---	25.000	---	---	---	1030.16	42.393	---	---	---	19.862	---	---	---	73.356	---	---	---	7.556	---	---	---	
21.12.2017	08:44:00	3.24		7.8182	---	---	---	25.000	---	---	---	1030.16	42.386	---	---	---	19.862	---	---	---	73.392	---	---	---	7.476	---	---	---	
21.12.2017	08:44:01	4.81		7.8088	---	---	---	25.000	---	---	---	1030.16	42.379	---	---	---	19.875	---	---	---	73.448	---	---	---	7.629	---	---	---	
21.12.2017	08:44:03	6.53		7.7533	---	---	---	25.000	---	---	---	1030.17	42.376	---	---	---	19.950	---	---	---	73.753	---	---	---	7.778	---	---	---	
21.12.2017	08:44:05	8.05		7.7271	---	---	---	25.000	---	---	---	1030.16	42.373	---	---	---	19.983	---	---	---	73.888	---	---	---	7.874	---	---	---	
21.12.2017	08:44:06	9.56		7.6947	---	---	---	25.000	---	---	---	1030.16	42.370	---	---	---	20.026	---	---	---	74.062	---	---	---	8.031	---	---	---	
21.12.2017	08:44:08	11.08		7.6982	---	---	---	25.000	---	---	---	1030.15	42.370	---	---	---	20.022	---	---	---	74.039	---	---	---	7.960	---	---	---	
21.12.2017	08:44:09	12.58		7.6872	---	---	---	25.000	---	---	---	1030.15	42.370	---	---	---	20.037	---	---	---	74.146	---	---	---	7.608	---	---	---	
21.12.2017	08:44:11	14.08		7.6446	---	---	---	25.000	---	---	---	1030.16	42.370	---	---	---	20.094	---	---	---	74.361	---	---	---	8.125	---	---	---	
21.12.2017	08:44:12	15.60		7.6368	---	---	---	25.000	---	---	---	1030.16	42.370	---	---	---	20.105	---	---	---	74.415	---	---	---	8.087	---	---	---	
21.12.2017	08:44:14	17.09		7.6501	---	---	---	25.000	---	---	---	1030.16	42.370	---	---	---	20.087	---	---	---	74.342	---	---	---	8.097	---	---	---	
21.12.2017	08:44:15	18.60		7.7004	---	---	---	25.000	---	---	---	1030.16	42.370	---	---	---	20.020	---	---	---	74.019	---	---	---	7.692	---	---	---	
21.12.2017	08:44:17	20.11		7.7294	---	---	---	25.000	---	---	---	1030.16	42.370	---	---	---	19.980	---	---	---	73.887	---	---	---	7.777	---	---	---	
21.12.2017	08:44:18	21.61		7.7500	---	---	---	25.000	---	---	---	1030.16	42.370	---	---	---	19.951	---	---	---	73.763	---	---	---	8.272	---	---	---	
21.12.2017	08:44:20	23.12		7.7366	---	---	---	25.000	---	---	---	1030.16	42.370	---	---	---	19.969	---	---	---	73.843	---	---	---	8.150	---	---	---	
21.12.2017	08:44:21	24.62		7.7351	---	---	---	25.000	---	---	---	1030.15	42.367	---	---	---	19.971	---	---	---	73.858	---	---	---	7.855	---	---	---	
21.12.2017	08:44:23	26.12		7.7306	---	---	---	25.000	---	---	---	1030.16	42.364	---	---	---	19.977	---	---	---	73.900	---	---	---	7.304	---	---	---	
21.12.2017	08:44:24	27.63		7.7285	---	---	---	25.000	---	---	---	1030.17	42.361	---	---	---	19.980	---	---	---	73.867	---	---	---	7.626	---	---	---	
21.12.2017	08:44:26	29.14		7.7415	---	---	---	25.000	---	---	---	1030.17	42.358	---	---	---	19.962	---	---	---	73.796	---	---	---	7.366	---	---	---	
21.12.2017	08:44:27	30.64		7.7391	---	---	---	25.000	---	---	---	1030.17	42.355	---	---	---	19.965	---	---	---	73.794	---	---	---	7.369	---	---	---	
21.12.2017	08:44:29	32.15		7.8095	---	---	---	25.000	---	---	---	1030.18	42.351	---	---	---	19.875	---	---	---	73.439	---	---	---	7.253	---	---	---	
21.12.2017	08:44:30	33.65		7.7499	---	---	---	25.000	---	---	---	1030.17	42.348	---	---	---	19.955	---	---	---	73.769	---	---	---	7.701	---	---	---	
21.12.2017	08:44:32	35.16		7.7331	---	---	---	25.000	---	---	---	1030.16	42.345	---	---	---	19.978	---	---	---	73.802	---	---	---	7.425	---	---	---	
21.12.2017	08:44:33	36.66		7.7284	---	---	---	25.000	---	---	---	1030.16	42.342	---	---	---	19.984	---	---	---	73.850	---	---	---	6.919	---	---	---	
21.12.2017	08:44:35	38.16		7.6897	---	---	---	25.000	---	---	---	1030.16	42.335	---	---	---	20.037	---	---	---	74.033	---	---	---	7.042	---	---	---	
21.12.2017	08:44:36	39.67		7.7121	---	---	---	25.000	---	---	---	1030.18	42.335	---	---	---	20.007	---	---	---	73.915	---	---	---	7.298	---	---	---	
21.12.2017	08:44:38	41.17		7.7024	---	---	---	25.000	---	---	---	1030.17	42.331	---	---	---	20.021	---	---	---	73.958	---	---	---	7.400	---	---	---	
21.12.2017	08:44:39	42.68		7.6995	---	---	---	25.000	---	---	---	1030.16	42.331	---	---	---	20.024	---	---	---	73.971	---	---	---	6.923	---	---	---	
21.12.2017	08:44:41	44.18		7.6950	---	---	---	25.000	---	---	---	1030.16	42.331	---	---	---	20.031	---	---	---	73.999	---	---	---	6.728	---	---	---	
21.12.2017	08:44:42	45.68		7.7045	---	---	---	25.000	---	---	---	1030.16	42.331	---	---	---	20.017	---	---	---	73.956	---	---	---	7.026	---	---	---	
21.12.2017	08:44:44	47.18		7.6159	---	---	---	25.000	---	---	---	1030.16	42.328	---	---	---	20.133	---	---	---	74.422	---	---	---	6.867	---	---	---	
21.12.2017	08:44:45	48.68		7.6131	---	---	---	25.000	---	---	---	1030.16	42.328	---	---	---	20.137	---	---	---	74.412	---	---	---	6.731	---	---	---	
21.12.2017	08:44:47	50.19		7.5988	---	---	---	25.000	---	---	---	1030.18	42.324	---	---	---	20.157	---	---	---	74.469	---	---	---	6.401	---	---	---	
21.12.2017	08:44:48	51.69		7.5776	---	---	---	25.000	---	---	---	1030.18	42.320	---	---	---	20.187	---	---	---	74.534	---	---	---	6.075	---	---	---	
21.12.2017	08:44:50	53.21		7.5723	---	---	---	25.000	---	---	---	1030.18	42.320	---	---	---	20.194	---	---	---	74.550	---	---	---	5.501	---	---	---	
21.12.2017	08:44:51	54.72		7.5325	---	---	---	25.000	---	---	---	1030.18	42.316	---	---	---	20.249	---	---	---	74.753	---	---	---	5.404	---	---	---	
21.12.2017	08:44:53	56.23		7.5230	---	---	---	25.000	---	---	---	1030.17	42.313	---	---	---	20.262	---	---	---	74.757	---	---	---	5.056	---	---	---	
21.12.2017	08:44:54	57.73		7.5115	---	---	---	25.000	---	---	---	1030.17	42.306	---	---	---	20.279	---	---	---	74.824	---	---	---	5.078	---	---	---	
21.12.2017	08:44:56	59.23		7.4933	---	---	---	25.000	---	---	---	1030.17	42.297	---	---	---	20.304	---	---	---	74.926	---	---	---	5.492	---	---	---	
21.12.2017	08:44:57	60.74		7.4703	---	---	---	25.000	---	---	---	1030.17	42.287	---	---	---	20.336	---	---	---	75.039	---	---	---	5.744	---	---	---	
21.12.2017	08:44:59	62.24		7.4670	---	---	---	25.000	---	---	---	1030.16	42.281	---	---	---	20.341	---	---	---	75.063	---	---	---	5.894	---	---	---	
21.12.2017	08:45:00	63.74		7.4714	---	---	---	25.000	---	---	---	1030.16	42.267	---	---	---	20.335	---	---	---	75.098	---	---	---	5.447	---	---	---	
21.12.2017	08:45:02	65.25		7.4725	---	---	---	25.000	---	---	---	1030.16	42.257	---	---	---	20.333	---	---	---	75.138	---	---	---	6.002	---	---	---	
21.12.2017	08:45:03	66.75		7.4878	---	---	---	25.000	---	---	---	1030.16	42.247	---	---	---	20.312	---	---	---	75.103	---	---	---	6.657	---	---	---	
21.12.2017	08:45:05	68.27		7.4911	---	---	---	25.000	---	---	---	1030.16	42.237	---	---	---	20.307	---	---	---	75.091	---	---	---	7.236	---	---	---	
21.12.2017	08:45:06	69.83		7.4940	---	---	---	25.000	---	---	---	1030.17	42.227	---	---	---	20.303	---	---	---	75.136	---	---	---	6.799	---	---	---	
21.12.2017	08:45:08	71.35		7.4954	---	---	---	25.000	---	---	---	1030.18	42.220	---	---	---	20.301	---	---	---	75.174	---	---	---	7.464	---	---	---	
21.12.2017	08:45:09	72.85		7.4968	---	---	---	25.000	---	---	---	1030.17	42.213	---	---	---	20.299	---	---	---	75.186	---	---	---	8.056	---	---	---	
