"time","light"
2017-12-21 09:14:38,1
2017-12-21 09:14:58,0
2017-12-21 09:15:13,1
2017-12-21 09:15:33,0
2017-12-21 09:15:48,1
2017-12-21 09:16:08,0
2017-12-21 09:16:23,1
