
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.213	with	FireStingO2	(Firmware	3.06)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Oxygen Sensor Spot, FTC (normal range)	mg/l (ppm)	OFF	SA7-530-200	3	ON External	20.000	ON	1013	35.000	10%	200x	10	ON fiber length	2.00	
Temp.	Sensor	Measuring	Time (ms):	300	Offset ('C):	0.000	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	
Ch 1	Factory 0% Calibration	Air with 100% Humidity or Air Saturated Water	20.000	28.190	1020	100.000	20.950	53.000	19.353	0.804	0.122	4000	0.969	-0.056	0.811	0.000	-0.000303	
Data	Smoothing:	10	
Date:	13.10.2017	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
13.10.2017	09:04:55	0.00		7.7772	---	---	---	28.155	---	---	---	1020.17	51.481	28.155	---	---	17.383	---	---	---	22.094	---	---	---	38.054	---	---	---	
13.10.2017	09:04:56	1.00		7.7928	---	---	---	28.153	---	---	---	1020.18	51.461	28.153	---	---	17.363	---	---	---	22.015	---	---	---	38.242	---	---	---	
13.10.2017	09:04:57	2.00		7.8134	---	---	---	28.196	---	---	---	1020.19	51.438	28.196	---	---	17.325	---	---	---	21.956	---	---	---	38.547	---	---	---	
13.10.2017	09:04:58	3.00		7.8229	---	---	---	28.237	---	---	---	1020.19	51.415	28.237	---	---	17.303	---	---	---	21.899	---	---	---	38.846	---	---	---	
13.10.2017	09:04:59	4.00		7.8178	---	---	---	28.302	---	---	---	1020.18	51.392	28.302	---	---	17.295	---	---	---	21.855	---	---	---	39.118	---	---	---	
13.10.2017	09:05:00	5.00		7.8334	---	---	---	28.360	---	---	---	1020.18	51.369	28.360	---	---	17.261	---	---	---	21.821	---	---	---	39.221	---	---	---	
13.10.2017	09:05:01	6.00		7.8599	---	---	---	28.377	---	---	---	1020.18	51.343	28.377	---	---	17.222	---	---	---	21.780	---	---	---	39.412	---	---	---	
13.10.2017	09:05:02	7.00		7.8990	---	---	---	28.282	---	---	---	1020.18	51.317	28.282	---	---	17.194	---	---	---	21.740	---	---	---	39.417	---	---	---	
13.10.2017	09:05:03	8.00		7.9216	---	---	---	28.266	---	---	---	1020.16	51.292	28.266	---	---	17.168	---	---	---	21.746	---	---	---	39.213	---	---	---	
13.10.2017	09:05:04	9.00		7.9361	---	---	---	28.275	---	---	---	1020.16	51.263	28.275	---	---	17.147	---	---	---	21.722	---	---	---	39.217	---	---	---	
13.10.2017	09:05:05	10.00		7.9159	---	---	---	28.353	---	---	---	1020.14	51.254	28.353	---	---	17.155	---	---	---	21.724	---	---	---	39.215	---	---	---	
