"time","light"
2017-12-11 12:05:47,1
2017-12-11 12:06:17,0
2017-12-11 12:06:47,1
2017-12-11 12:07:17,0
2017-12-11 12:07:47,1
2017-12-11 12:08:17,0
2017-12-11 12:08:47,1
