
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.213	with	FireStingO2	(Firmware	3.06)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Oxygen Minisensor (normal range, fast)	mg/l (ppm)	OFF	YA6-506-185	3	OFF	25.000	ON	1013	35.000	10%	200x	10	OFF	2.00	
Temp.	Sensor	Measuring	Time (ms):	300	Offset ('C):	25.000	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	
Ch 1	Factory 0% Calibration	Air with 100% Humidity or Air Saturated Water	20.000	25.000	991	100.000	20.950	50.600	20.902	0.817	0.106	4000	0.953	-0.070	0.000	0.000	-0.000301	
Data	Smoothing:	10	
Date:	19.12.2017	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
19.12.2017	09:05:55	0.00		6.9749	---	---	---	25.000	---	---	---	1030.61	33.473	---	---	---	20.316	---	---	---	80.015	---	---	---	8.347	---	---	---	
19.12.2017	09:05:56	1.50		6.9653	---	---	---	25.000	---	---	---	1030.61	33.457	---	---	---	20.330	---	---	---	80.034	---	---	---	8.251	---	---	---	
19.12.2017	09:05:58	3.02		6.9597	---	---	---	25.000	---	---	---	1030.62	33.445	---	---	---	20.339	---	---	---	80.068	---	---	---	8.156	---	---	---	
19.12.2017	09:05:59	4.52		6.9630	---	---	---	25.000	---	---	---	1030.61	33.433	---	---	---	20.333	---	---	---	80.083	---	---	---	7.805	---	---	---	
19.12.2017	09:06:01	6.03		6.9699	---	---	---	25.000	---	---	---	1030.61	33.417	---	---	---	20.323	---	---	---	80.094	---	---	---	7.886	---	---	---	
19.12.2017	09:06:02	7.53		6.9639	---	---	---	25.000	---	---	---	1030.61	33.405	---	---	---	20.332	---	---	---	80.104	---	---	---	7.890	---	---	---	
19.12.2017	09:06:04	9.03		6.9588	---	---	---	25.000	---	---	---	1030.61	33.392	---	---	---	20.340	---	---	---	80.121	---	---	---	7.978	---	---	---	
19.12.2017	09:06:05	10.54		6.9623	---	---	---	25.000	---	---	---	1030.61	33.384	---	---	---	20.334	---	---	---	80.145	---	---	---	7.971	---	---	---	
19.12.2017	09:06:07	12.04		6.9598	---	---	---	25.000	---	---	---	1030.61	33.372	---	---	---	20.338	---	---	---	80.148	---	---	---	8.064	---	---	---	
19.12.2017	09:06:08	13.54		6.9585	---	---	---	25.000	---	---	---	1030.60	33.360	---	---	---	20.340	---	---	---	80.145	---	---	---	7.843	---	---	---	
19.12.2017	09:06:10	15.04		6.9608	---	---	---	25.000	---	---	---	1030.59	33.352	---	---	---	20.337	---	---	---	80.153	---	---	---	8.028	---	---	---	
19.12.2017	09:06:11	16.54		6.9690	---	---	---	25.000	---	---	---	1030.59	33.344	---	---	---	20.324	---	---	---	80.139	---	---	---	8.177	---	---	---	
19.12.2017	09:06:13	18.06		6.9716	---	---	---	25.000	---	---	---	1030.58	33.337	---	---	---	20.320	---	---	---	80.143	---	---	---	8.205	---	---	---	
19.12.2017	09:06:14	19.57		6.9656	---	---	---	25.000	---	---	---	1030.58	33.327	---	---	---	20.330	---	---	---	80.146	---	---	---	8.223	---	---	---	
