"time","light"
2017-12-12 08:27:20,1
2017-12-12 08:27:35,0
2017-12-12 08:27:45,1
2017-12-12 08:28:00,0
2017-12-12 08:28:10,1
2017-12-12 08:28:25,0
2017-12-12 08:28:35,1
