"time","light"
2017-12-21 09:08:21,1
2017-12-21 09:08:41,0
2017-12-21 09:08:56,1
2017-12-21 09:09:16,0
2017-12-21 09:09:31,1
2017-12-21 09:09:51,0
2017-12-21 09:10:06,1
