
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Data	from	Pyro	Oxygen	Logger	V3.213	with	FireStingO2	(Firmware	3.06)	---	Pyro	Science	---	Device	Name:	
***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************
Settings:	Description	Units	Basic Mode	Sensor Code	Meas. Mode	Temp. Comp.	Temp. (°C)	Press. Comp.	Press. (hPa)	Salinity (‰)	LED Int. (%)	PD Ampl.	Meas. Time (ms)	Bkdg. Comp.	Fiber Length (m)	
Ch 1	Oxygen Sensor Spot, FTC (normal range)	mg/l (ppm)	OFF	SA7-530-200	3	ON External	20.000	ON	1013	35.000	10%	200x	10	ON fiber length	2.00	
Temp.	Sensor	Measuring	Time (ms):	300	Offset ('C):	0.000	

Calibration:	Status 0% Cal.	Status upper Cal.	Temp. 0% Cal. (°C)	Temp. upper Cal. (°C)	Press. (hPa)	Humidity (%)	Oxygen (%O2)	dphi0 (°)	dphi100 (°)	f	m	F (Hz)	kt (%/K)	tt (%/K)	Bkgd. Int. (mV)	Bkgd. dphi (°)	mt (1/K)	
Ch 1	Factory 0% Calibration	Air with 100% Humidity or Air Saturated Water	20.000	28.190	1020	100.000	20.950	53.000	19.353	0.804	0.122	4000	0.969	-0.056	0.811	0.000	-0.000303	
Data	Smoothing:	10	
Date:	13.10.2017	
			 	Oxygen				Compensation	Temperature	('C)		Pressure	Humidity	Temp. Probe	Int. Temp.	Analog In	Raw Data:	 dphi (°)			Signal	Intensity	(mV)		Ambient	Light	(mV)		Advanced Raw Values (only logged while raw data window is open)	
Date	Time (HH:MM:SS)	Time (s)	Comment	Ch1	Ch2	Ch3	Ch4	Ch 1	Ch 2	Ch 3	Ch 4	(mbar)	(%)	('C)	('C)	 (mV)	Ch 1	Ch 2	Ch 3	Ch 4	Ch1	Ch2	Ch3	Ch4	Ch1	Ch2	Ch3	Ch4	 (MainBkgd->MainBkgd->MainPhi->RefAmpl->RefBkgnd->RefPhi)	
13.10.2017	09:30:08	0.00		8.3255	---	---	---	28.152	---	---	---	1020.21	48.267	28.152	---	---	16.689	---	---	---	20.921	---	---	---	40.845	---	---	---	
13.10.2017	09:30:09	1.00		8.3431	---	---	---	28.163	---	---	---	1020.20	48.267	28.163	---	---	16.665	---	---	---	20.854	---	---	---	41.105	---	---	---	
13.10.2017	09:30:10	2.00		8.3702	---	---	---	28.187	---	---	---	1020.19	48.267	28.187	---	---	16.627	---	---	---	20.797	---	---	---	41.070	---	---	---	
13.10.2017	09:30:11	3.00		8.3823	---	---	---	28.284	---	---	---	1020.19	48.267	28.284	---	---	16.590	---	---	---	20.719	---	---	---	41.229	---	---	---	
13.10.2017	09:30:12	4.00		8.4229	---	---	---	28.296	---	---	---	1020.20	48.263	28.296	---	---	16.540	---	---	---	20.690	---	---	---	40.997	---	---	---	
13.10.2017	09:30:13	5.00		8.4488	---	---	---	28.347	---	---	---	1020.20	48.259	28.347	---	---	16.497	---	---	---	20.667	---	---	---	40.621	---	---	---	
13.10.2017	09:30:14	6.00		8.4702	---	---	---	28.298	---	---	---	1020.21	48.256	28.298	---	---	16.483	---	---	---	20.615	---	---	---	40.867	---	---	---	
13.10.2017	09:30:15	7.00		8.4695	---	---	---	28.349	---	---	---	1020.21	48.252	28.349	---	---	16.472	---	---	---	20.602	---	---	---	40.644	---	---	---	
13.10.2017	09:30:16	8.00		8.4940	---	---	---	28.379	---	---	---	1020.22	48.248	28.379	---	---	16.436	---	---	---	20.577	---	---	---	40.210	---	---	---	
13.10.2017	09:30:17	9.00		8.5216	---	---	---	28.460	---	---	---	1020.22	48.244	28.460	---	---	16.385	---	---	---	20.539	---	---	---	39.990	---	---	---	
13.10.2017	09:30:18	10.00		8.5423	---	---	---	28.470	---	---	---	1020.23	48.240	28.470	---	---	16.358	---	---	---	20.510	---	---	---	39.892	---	---	---	
13.10.2017	09:30:19	11.00		8.5872	---	---	---	28.411	---	---	---	1020.24	48.237	28.411	---	---	16.320	---	---	---	20.487	---	---	---	39.534	---	---	---	
13.10.2017	09:30:20	12.00		8.6093	---	---	---	28.344	---	---	---	1020.24	48.230	28.344	---	---	16.311	---	---	---	20.455	---	---	---	39.530	---	---	---	
13.10.2017	09:30:21	13.00		8.6548	---	---	---	28.248	---	---	---	1020.23	48.223	28.248	---	---	16.280	---	---	---	20.428	---	---	---	39.285	---	---	---	
13.10.2017	09:30:22	14.00		8.6531	---	---	---	28.299	---	---	---	1020.23	48.220	28.299	---	---	16.271	---	---	---	20.372	---	---	---	39.032	---	---	---	
13.10.2017	09:30:23	15.00		8.6920	---	---	---	28.195	---	---	---	1020.24	48.217	28.195	---	---	16.250	---	---	---	20.335	---	---	---	39.396	---	---	---	
13.10.2017	09:30:24	16.00		8.7396	---	---	---	28.209	---	---	---	1020.23	48.214	28.209	---	---	16.193	---	---	---	20.291	---	---	---	38.963	---	---	---	
13.10.2017	09:30:25	17.00		8.7993	---	---	---	28.111	---	---	---	1020.22	48.211	28.111	---	---	16.146	---	---	---	20.213	---	---	---	38.714	---	---	---	
13.10.2017	09:30:26	18.00		8.8119	---	---	---	28.103	---	---	---	1020.22	48.208	28.103	---	---	16.133	---	---	---	20.166	---	---	---	39.093	---	---	---	
13.10.2017	09:30:27	19.00		8.8432	---	---	---	28.035	---	---	---	1020.21	48.205	28.035	---	---	16.113	---	---	---	20.095	---	---	---	39.290	---	---	---	
13.10.2017	09:30:28	20.00		8.8746	---	---	---	28.055	---	---	---	1020.21	48.202	28.055	---	---	16.074	---	---	---	20.024	---	---	---	39.142	---	---	---	
13.10.2017	09:30:29	21.00		8.8765	---	---	---	28.152	---	---	---	1020.21	48.199	28.152	---	---	16.050	---	---	---	20.004	---	---	---	39.229	---	---	---	
13.10.2017	09:30:30	22.00		8.8988	---	---	---	28.202	---	---	---	1020.21	48.196	28.202	---	---	16.013	---	---	---	19.942	---	---	---	39.211	---	---	---	
13.10.2017	09:30:31	23.00		8.9179	---	---	---	28.275	---	---	---	1020.22	48.193	28.275	---	---	15.976	---	---	---	19.895	---	---	---	39.200	---	---	---	
13.10.2017	09:30:32	24.00		8.9336	---	---	---	28.282	---	---	---	1020.21	48.190	28.282	---	---	15.957	---	---	---	19.869	---	---	---	39.633	---	---	---	
13.10.2017	09:30:33	25.00		8.9547	---	---	---	28.363	---	---	---	1020.21	48.187	28.363	---	---	15.916	---	---	---	19.824	---	---	---	39.610	---	---	---	
13.10.2017	09:30:34	26.00		8.9752	---	---	---	28.372	---	---	---	1020.21	48.184	28.372	---	---	15.891	---	---	---	19.785	---	---	---	39.594	---	---	---	
13.10.2017	09:30:35	27.00		9.0011	---	---	---	28.385	---	---	---	1020.21	48.180	28.385	---	---	15.860	---	---	---	19.767	---	---	---	39.726	---	---	---	
13.10.2017	09:30:36	28.00		9.0564	---	---	---	28.353	---	---	---	1020.19	48.177	28.353	---	---	15.807	---	---	---	19.721	---	---	---	39.767	---	---	---	
13.10.2017	09:30:37	29.00		9.1080	---	---	---	28.315	---	---	---	1020.19	48.174	28.315	---	---	15.760	---	---	---	19.677	---	---	---	39.457	---	---	---	
13.10.2017	09:30:38	30.00		9.1267	---	---	---	28.355	---	---	---	1020.19	48.171	28.355	---	---	15.732	---	---	---	19.667	---	---	---	39.568	---	---	---	
13.10.2017	09:30:39	31.00		9.1662	---	---	---	28.308	---	---	---	1020.18	48.168	28.308	---	---	15.700	---	---	---	19.601	---	---	---	39.485	---	---	---	
